300.161 299.839 300.161 299.839 300.16 299.84 300.159 299.842 300.157 299.844 300.155 299.846 300.152 299.849 300.149 299.853 300.145 299.857 300.141 299.861 300.136 299.866 300.131 299.872 300.125 299.878 300.119 299.885 300.112 299.892 300.104 299.9 300.096 299.908 300.087 299.917 300.078 299.927 300.068 299.937 300.057 299.948 300.046 299.96 300.034 299.972 300.021 299.986 300.007 300 299.993 300.015 299.977 300.031 299.961 300.048 299.943 300.066 299.924 300.086 299.904 300.107 299.882 300.13 299.858 300.155 299.832 300.182 299.803 300.212 299.772 300.245 299.737 300.283 299.697 300.325 299.652 300.373 299.6 300.429 299.539 300.495 299.466 300.576 299.376 300.678 299.261 300.809 299.109 300.988 298.896 301.248 298.572 301.663 298.02 302.429 296.89 304.219 293.969 300 
300.187 299.864 300.186 299.865 300.186 299.866 300.184 299.867 300.183 299.869 300.18 299.872 300.178 299.875 300.174 299.878 300.171 299.882 300.166 299.887 300.162 299.892 300.156 299.898 300.15 299.904 300.144 299.91 300.137 299.918 300.129 299.925 300.121 299.934 300.113 299.943 300.103 299.952 300.093 299.963 300.083 299.974 300.071 299.985 300.059 299.998 300.047 300.011 300.033 300.025 300.018 300.04 300.003 300.056 299.986 300.073 299.969 300.092 299.95 300.111 299.929 300.133 299.907 300.156 299.883 300.18 299.857 300.208 299.829 300.238 299.797 300.271 299.762 300.308 299.723 300.35 299.678 300.398 299.626 300.454 299.565 300.521 299.492 300.602 299.402 300.703 299.287 300.834 299.135 301.013 298.922 301.272 298.598 301.687 298.047 302.454 296.917 304.242 293.999 300 
300.212 299.89 300.212 299.89 300.211 299.891 300.21 299.893 300.208 299.895 300.206 299.897 300.203 299.9 300.2 299.904 300.196 299.908 300.192 299.912 300.187 299.918 300.182 299.923 300.176 299.929 300.169 299.936 300.162 299.943 300.155 299.951 300.147 299.959 300.138 299.968 300.129 299.978 300.119 299.988 300.108 299.999 300.097 300.011 300.085 300.023 300.072 300.037 300.058 300.051 300.044 300.066 300.028 300.082 300.012 300.099 299.994 300.117 299.975 300.137 299.955 300.158 299.933 300.181 299.909 300.206 299.883 300.233 299.854 300.263 299.823 300.296 299.788 300.333 299.748 300.375 299.704 300.423 299.652 300.479 299.591 300.546 299.518 300.627 299.428 300.728 299.313 300.859 299.161 301.038 298.948 301.297 298.624 301.712 298.073 302.478 296.944 304.265 294.029 300 
300.237 299.916 300.237 299.916 300.236 299.917 300.235 299.918 300.233 299.92 300.231 299.923 300.228 299.926 300.225 299.929 300.221 299.933 300.217 299.938 300.212 299.943 300.207 299.949 300.201 299.955 300.195 299.961 300.188 299.969 300.18 299.976 300.172 299.985 300.164 299.994 300.154 300.004 300.144 300.014 300.134 300.025 300.122 300.036 300.11 300.049 300.097 300.062 300.084 300.076 300.069 300.091 300.054 300.107 300.037 300.124 300.02 300.143 300.001 300.162 299.98 300.183 299.958 300.206 299.934 300.231 299.908 300.258 299.88 300.288 299.848 300.321 299.813 300.359 299.774 300.401 299.729 300.449 299.677 300.505 299.616 300.571 299.543 300.652 299.453 300.753 299.339 300.884 299.187 301.063 298.974 301.322 298.651 301.737 298.1 302.502 296.971 304.288 294.059 300 
300.263 299.941 300.263 299.942 300.262 299.943 300.261 299.944 300.259 299.946 300.257 299.949 300.254 299.952 300.251 299.955 300.247 299.959 300.243 299.964 300.238 299.969 300.232 299.974 300.227 299.98 300.22 299.987 300.213 299.994 300.206 300.002 300.198 300.01 300.189 300.019 300.18 300.029 300.17 300.039 300.159 300.05 300.148 300.062 300.136 300.074 300.123 300.088 300.109 300.102 300.095 300.117 300.079 300.133 300.063 300.15 300.045 300.168 300.026 300.188 300.006 300.209 299.984 300.232 299.96 300.257 299.934 300.284 299.905 300.314 299.874 300.347 299.839 300.384 299.8 300.426 299.755 300.474 299.703 300.53 299.642 300.596 299.569 300.677 299.479 300.778 299.365 300.909 299.213 301.088 299 301.347 298.677 301.761 298.126 302.526 296.998 304.311 294.089 300 
300.288 299.967 300.288 299.967 300.287 299.968 300.286 299.97 300.284 299.972 300.282 299.974 300.279 299.977 300.276 299.981 300.272 299.985 300.268 299.989 300.263 299.994 300.258 300 300.252 300.006 300.246 300.013 300.239 300.02 300.231 300.028 300.223 300.036 300.214 300.045 300.205 300.055 300.195 300.065 300.185 300.076 300.173 300.087 300.161 300.1 300.148 300.113 300.135 300.127 300.12 300.142 300.105 300.158 300.088 300.175 300.071 300.194 300.052 300.213 300.031 300.234 300.009 300.257 299.985 300.282 299.959 300.309 299.931 300.339 299.9 300.372 299.865 300.409 299.825 300.451 299.78 300.499 299.729 300.555 299.668 300.622 299.595 300.702 299.505 300.803 299.391 300.934 299.239 301.113 299.026 301.372 298.703 301.786 298.153 302.551 297.026 304.334 294.119 300 
300.314 299.992 300.313 299.993 300.313 299.994 300.311 299.995 300.31 299.997 300.307 300 300.305 300.003 300.301 300.006 300.298 300.01 300.293 300.015 300.289 300.02 300.283 300.025 300.277 300.031 300.271 300.038 300.264 300.045 300.257 300.053 300.249 300.061 300.24 300.07 300.231 300.08 300.221 300.09 300.21 300.101 300.199 300.113 300.187 300.125 300.174 300.139 300.16 300.153 300.146 300.168 300.13 300.184 300.114 300.201 300.096 300.219 300.077 300.239 300.057 300.26 300.035 300.283 300.011 300.307 299.985 300.335 299.957 300.364 299.925 300.398 299.89 300.435 299.851 300.476 299.806 300.525 299.754 300.58 299.694 300.647 299.621 300.728 299.531 300.829 299.416 300.959 299.265 301.138 299.052 301.397 298.729 301.81 298.179 302.575 297.053 304.357 294.149 300 
300.339 300.018 300.339 300.018 300.338 300.019 300.337 300.021 300.335 300.023 300.333 300.025 300.33 300.028 300.327 300.032 300.323 300.036 300.319 300.04 300.314 300.045 300.309 300.051 300.303 300.057 300.296 300.064 300.29 300.071 300.282 300.079 300.274 300.087 300.265 300.096 300.256 300.106 300.246 300.116 300.235 300.127 300.224 300.138 300.212 300.151 300.199 300.164 300.186 300.178 300.171 300.193 300.156 300.209 300.139 300.226 300.122 300.244 300.103 300.264 300.082 300.285 300.06 300.308 300.037 300.333 300.011 300.36 299.982 300.39 299.951 300.423 299.916 300.46 299.877 300.502 299.832 300.55 299.78 300.606 299.719 300.672 299.646 300.753 299.556 300.854 299.442 300.985 299.291 301.163 299.078 301.422 298.755 301.835 298.206 302.599 297.08 304.38 294.179 300 
300.364 300.043 300.364 300.044 300.363 300.045 300.362 300.046 300.36 300.048 300.358 300.051 300.355 300.054 300.352 300.057 300.348 300.061 300.344 300.066 300.339 300.071 300.334 300.076 300.328 300.082 300.322 300.089 300.315 300.096 300.307 300.104 300.299 300.113 300.291 300.121 300.281 300.131 300.272 300.141 300.261 300.152 300.25 300.164 300.238 300.176 300.225 300.19 300.211 300.204 300.197 300.219 300.181 300.235 300.165 300.252 300.147 300.27 300.128 300.289 300.108 300.311 300.086 300.333 300.062 300.358 300.036 300.385 300.008 300.415 299.976 300.448 299.941 300.485 299.902 300.527 299.857 300.575 299.806 300.631 299.745 300.697 299.672 300.778 299.582 300.879 299.468 301.01 299.316 301.188 299.104 301.446 298.781 301.86 298.232 302.623 297.107 304.403 294.209 300 
300.39 300.069 300.39 300.069 300.389 300.07 300.388 300.072 300.386 300.074 300.384 300.076 300.381 300.079 300.378 300.083 300.374 300.087 300.37 300.091 300.365 300.096 300.36 300.102 300.354 300.108 300.347 300.115 300.34 300.122 300.333 300.13 300.325 300.138 300.316 300.147 300.307 300.157 300.297 300.167 300.286 300.178 300.275 300.189 300.263 300.202 300.25 300.215 300.237 300.229 300.222 300.244 300.207 300.26 300.19 300.277 300.173 300.295 300.154 300.315 300.133 300.336 300.111 300.359 300.088 300.384 300.062 300.411 300.033 300.441 300.002 300.474 299.967 300.511 299.928 300.552 299.883 300.6 299.831 300.656 299.771 300.723 299.698 300.803 299.608 300.904 299.494 301.035 299.342 301.213 299.13 301.471 298.808 301.884 298.259 302.647 297.134 304.426 294.239 300 
300.415 300.094 300.415 300.095 300.414 300.096 300.413 300.097 300.411 300.099 300.409 300.102 300.406 300.105 300.403 300.108 300.399 300.112 300.395 300.117 300.39 300.122 300.385 300.127 300.379 300.134 300.373 300.14 300.366 300.147 300.358 300.155 300.35 300.164 300.342 300.173 300.332 300.182 300.322 300.192 300.312 300.203 300.301 300.215 300.289 300.227 300.276 300.24 300.262 300.255 300.248 300.269 300.232 300.285 300.216 300.303 300.198 300.321 300.179 300.34 300.159 300.361 300.137 300.384 300.113 300.409 300.087 300.436 300.059 300.466 300.028 300.499 299.993 300.536 299.953 300.578 299.909 300.626 299.857 300.682 299.796 300.748 299.724 300.828 299.634 300.929 299.52 301.06 299.368 301.238 299.156 301.496 298.834 301.909 298.285 302.672 297.161 304.449 294.269 300 
